title,price_mln_MNT,flooring_material,number_of_balcony,year_of_commissioning,garage,window_type,number_of_storeys,door_type,area_sq_m,apartment_storey,leasing,district,number_of_windows,location,construction_progress
Алтай хотхоны хойно миддлэ апартмент гал тогоо тусдаа 3 өрөө орон сууц,175.0,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Төмөр,65.0,14.0,Лизинггүй,Баянгол,5.0,Алтай хотхон,Ашиглалтад орсон
"Нүүж ороход бэлэн бзд, кино үйлдвэрийн хойно байршилтай, өргөө88 үйлчилгээтэй ор",2.4,Паркет,0.0,2022.0,Байхгүй,Вакум,12.0,Бүргэд,65.0,5.0,Лизинггүй,Баянзүрх,2.0,15-р хороолол,Ашиглалтад орсон
Хотын төв time classic tower-т 4 өрөө орон сууц,624.0,Паркет,0.0,2022.0,Байгаа,Вакум,24.0,Бүргэд,108.0,7.0,Банкны лизингтэй,Сүхбаатар,5.0,Бусад,Ашиглалтад орсон
Жапан таун japan town c5-д 3 өрөө террастай орон сууц,1.45,Паркет,1.0,2018.0,Байгаа,Вакум,16.0,Бүргэд,134.0,3.0,Банкны лизингтэй,Хан-Уул,3.0,Japan town,Ашиглалтад орсон
Зайсан royalgreenvilla хотхонд 350 мкв 8 өрөө пентхаус орон сууц,1.36,Паркет,2.0,2012.0,Байгаа,Вакум,5.0,Төмөр,350.0,5.0,Лизинггүй,Хан-Уул,5.0,Зайсан,Ашиглалтад орсон
Regis place -д,10.5,Паркет,0.0,2022.0,Байхгүй,Төмөр вакум,23.0,Төмөр,88.0,12.0,Лизинггүй,Хан-Уул,4.0,120 мянгат,Ашиглалтад орсон
Алтай хотхоны ард гал тогоо тусдаа 3өрөө,2.3,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,65.0,15.0,Лизинггүй,Баянгол,4.0,Алтай хотхон,Ашиглалтад ороогүй
Хүннү стандартад 2 өрөө 55м2,5.2,Паркет,1.0,2022.0,Байхгүй,Төмөр вакум,23.0,Бүргэд,55.0,10.0,Лизинггүй,Хан-Уул,3.0,Хүннү,Ашиглалтад ороогүй
19т 3 өрөө,3.5,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,108.0,12.0,Лизинггүй,Хан-Уул,4.0,19-р хороолол,Ашиглалтад ороогүй
Хүүшийн аманд 3 өрөө,2.7,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,77.0,1.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад ороогүй
Вокзалын урд гал тогоо тусдаа 2 өрөө,160.0,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,61.0,6.0,Лизинггүй,Баянгол,2.0,Алтай хотхон,Ашиглалтад ороогүй
Алтай хотхоны ард 2 өрөө 43м2,95.0,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,43.0,13.0,Лизинггүй,Баянгол,2.0,Алтай хотхон,Ашиглалтад ороогүй
2 өрөө байр 21-р хорооололд чандмань апартмент хотхонд,2.3,Паркет,1.0,2023.0,Байхгүй,Вакум,12.0,Төмөр,57.7,8.0,Лизинггүй,Сонгино Хайрхан,3.0,21-р хороолол,Ашиглалтад ороогүй
King tower хотхонд 135мкв 4 өрөө,2.8,Паркет,0.0,2018.0,Байхгүй,Вакум,12.0,Бүргэд,135.0,7.0,Лизинггүй,Хан-Уул,6.0,King Tower,Ашиглалтад орсон
Зайсанд white hill residence хотхонд 57мкв 3 өрөө,4.4,Паркет,1.0,2021.0,Байхгүй,Вакум,10.0,Бүргэд,57.0,4.0,Хувь лизингтэй,Хан-Уул,3.0,Зайсан,Ашиглалтад орсон
Мандала тауэр 360-д 160.25мкв 4 өрөө байр,6.4,Паркет,0.0,2022.0,Байхгүй,Вакум,25.0,Бүргэд,160.25,17.0,Лизинггүй,Баянзүрх,8.0,Бусад,Ашиглалтад орсон
Зайсан энхжин хотхон 4 өрөө,382.0,Паркет,1.0,2015.0,Байхгүй,Вакум,9.0,Бүргэд,152.91,8.0,Лизинггүй,Хан-Уул,6.0,Зайсан,Ашиглалтад орсон
Бзд шинэ монгол сургуулийн хойно 45-р байранд гал тогоо тусдаа 2 өрөө,195.0,Паркет,1.0,2011.0,Байхгүй,Вакум,9.0,Бүргэд,63.0,2.0,Лизинггүй,Баянзүрх,4.0,13-р хороолол,Ашиглалтад орсон
Бзд 13 хороо баянзүрх дүүргийн зүүн урд 101-р байранд 79мкв 3 өрөө,2.9,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,79.0,16.0,Лизинггүй,Баянзүрх,4.0,13-р хороолол,Ашиглалтад орсон
New residence хотхонд 40.8 м2 талбайтай1 өрөө байр,2.4,Паркет,1.0,2023.0,Байхгүй,Вакум,9.0,Бүргэд,40.8,9.0,Лизинггүй,Сүхбаатар,3.0,Дөлгөөн нуур,Ашиглалтад ороогүй
Хурд группийн нарны хороолол1 106м2 3 өрөө,345.0,Паркет,1.0,2017.0,Байгаа,Вакум,12.0,Бүргэд,106.0,7.0,Лизинггүй,Баянгол,4.0,Нарны хороолол,Ашиглалтад орсон
Яармаг вива ситид 43мкв 3өрөө байр,95.0,Паркет,0.0,2014.0,Байхгүй,Вакум,5.0,Бүргэд,43.0,2.0,Лизинггүй,Хан-Уул,4.0,Хүннү,Ашиглалтад орсон
"Оргил стар хотхонд 3өрөө 119,6мкв",3.3,Паркет,1.0,2016.0,Байхгүй,Вакум,10.0,Төмөр,119.6,6.0,Банкны лизингтэй,Хан-Уул,5.0,Зайсан,Ашиглалтад орсон
Дөлгөөн нуурт 3 өрөө байр,213.0,Паркет,1.0,2019.0,Байхгүй,Вакум,14.0,Бүргэд,73.5,2.0,Лизинггүй,Сүхбаатар,3.0,Дөлгөөн нуур,Ашиглалтад орсон
3 өрөө байр,3.3,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,75.09,9.0,Лизинггүй,Баянгол,4.0,Алтай хотхон,Ашиглалтад орсон
120 myngat kh 4 uruu bair,4.0,Паркет,2.0,2015.0,Байгаа,Вакум,15.0,Бүргэд,183.0,15.0,Банкны лизингтэй,Хан-Уул,5.0,120 мянгат,Ашиглалтад орсон
Сансарт 3 өрөө,165.0,Паркет,1.0,1980.0,Байхгүй,Вакум,5.0,Төмөр,70.0,4.0,Лизинггүй,Баянзүрх,4.0,Сансар,Ашиглалтад орсон
Зайсанд хунгийн хотхонд 94 мкв 3 өрөө,370.0,Паркет,2.0,2017.0,Байхгүй,Вакум,4.0,Бүргэд,94.0,1.0,Лизинггүй,Хан-Уул,3.0,Зайсан,Ашиглалтад орсон
Зайсанд bella vista-д 154 мкв 3 өрөө,1.06,Паркет,2.0,2011.0,Байгаа,Вакум,9.0,Бүргэд,154.0,3.0,Лизинггүй,Хан-Уул,6.0,Bella Vista,Ашиглалтад орсон
Будда виста 236 мкв 7 өрөө пентхаус,1.42,Паркет,0.0,2016.0,Байгаа,Вакум,16.0,Бүргэд,236.0,14.0,Лизинггүй,Хан-Уул,6.0,Зайсан,Ашиглалтад орсон
"Gerlug vista хотхонд 1 давхарын 78,03 мкв 3 өрөө",405.76,Паркет,1.0,2023.0,Байхгүй,Вакум,23.0,Бүргэд,78.0,1.0,Лизинггүй,Хан-Уул,5.0,Бусад,Ашиглалтад орсон
"Их дэлгүүрийн хойно, 24 сургуулийн урд 90 мкв 3 өрөө",384.0,Паркет,2.0,2014.0,Байхгүй,Вакум,12.0,Бүргэд,90.0,5.0,Лизинггүй,Чингэлтэй,4.0,"40, 50 мянгат",Ашиглалтад орсон
Нисора цамхагт 3 өрөө байр,400.0,Паркет,1.0,2016.0,Байгаа,Вакум,17.0,Бүргэд,113.0,15.0,Банкны лизингтэй,Баянзүрх,7.0,Сансар,Ашиглалтад орсон
Japan town c4 блокд 191мкв 4 өрөө,1.43,Паркет,1.0,2016.0,Байгаа,Вакум,15.0,Төмөр,191.0,5.0,Лизинггүй,Хан-Уул,6.0,Japan town,Ашиглалтад орсон
Худ шинэ спорт цогцолборын урд 10 сард ашиглалтанд орох 53.75 мкв орон сууц,110.0,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,53.75,5.0,Лизинггүй,Хан-Уул,2.0,Нисэх,Ашиглалтад ороогүй
2023 онд ашиглалтанд орох арвай вилла 80 мкв 3 өрөө,143.42,Паркет,2.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,80.0,6.0,Лизинггүй,Хан-Уул,5.0,Яармаг,Ашиглалтад ороогүй
3-4 р хороолол капитал таун бүх юмтайгаа ойрхон топ байршилд 3 өрөө орон сууц,285.0,Паркет,1.0,2016.0,Байгаа,Модон вакум,13.0,Бүргэд,90.27,11.0,Лизинггүй,Баянгол,3.0,"3, 4 хороолол",Ашиглалтад орсон
Koyo town д 3 өрөө байр,3.0,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Төмөр,75.0,4.0,Лизинггүй,Баянгол,4.0,Бусад,Ашиглалтад ороогүй
Жуковт гал тогоо тусдаа 2 өрөө байр,135.0,Паркет,1.0,2000.0,Байхгүй,Вакум,5.0,Бүргэд,53.0,4.0,Лизинггүй,Баянзүрх,3.0,Зүүн 4 зам,Ашиглалтад орсон
"Бзд, зүүн 4 замд гал тогоо тусдаа 3 өрөө байр",300.0,Паркет,2.0,2008.0,Байхгүй,Вакум,10.0,Бүргэд,99.0,6.0,Лизинггүй,Баянзүрх,4.0,13-р хороолол,Ашиглалтад орсон
"Худ, river garden хотхоны хойно modun town хотхонд 2 өрөө байр 49.36м2",263.0,Паркет,1.0,2018.0,Байхгүй,Вакум,16.0,Төмөр,49.36,13.0,Лизинггүй,Хан-Уул,2.0,King Tower,Ашиглалтад орсон
Баянмонгол хороололд 98м² 3 өрөө орон сууц,278.0,Паркет,1.0,2012.0,Байхгүй,Вакум,10.0,Бүргэд,98.58,3.0,Банкны лизингтэй,Баянзүрх,4.0,Баянмонгол хороолол,Ашиглалтад орсон
Нэг өрөө байр,120.0,Паркет,0.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,30.0,16.0,Лизинггүй,Баянзүрх,1.0,15-р хороолол,Ашиглалтад орсон
"Бзд сансарт баян-цээлийн зүүн талын угсармалын гал тогоо тусдаа,3 өрөө байр зарн",145.0,Паркет,1.0,1998.0,Байхгүй,Вакум,5.0,Бүргэд,54.0,4.0,Лизинггүй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
Дотоод хэргийн их сургуулийн ард 2 өрөө байр,110.0,Паркет,1.0,2014.0,Байхгүй,Вакум,5.0,Бүргэд,61.0,1.0,Лизинггүй,Баянзүрх,3.0,Бусад,Ашиглалтад орсон
4 өрөө байр 130m2,385.0,Паркет,2.0,2010.0,Байхгүй,Вакум,6.0,Бүргэд,130.0,1.0,Лизинггүй,Баянзүрх,8.0,Баянмонгол хороолол,Ашиглалтад орсон
Opitser horoolold 46m2 2 oroo bair,2.6,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,46.01,11.0,Лизинггүй,Баянзүрх,2.0,Офицер,Ашиглалтад ороогүй
Бзд 13-р хороололын автобусны буудлийн чанх ард байрлалтай 1 өрөө байр,158.0,Паркет,2.0,2009.0,Байхгүй,Вакум,12.0,Бүргэд,44.3,7.0,Лизинггүй,Баянзүрх,2.0,13-р хороолол,Ашиглалтад орсон
5 шарын төмөр замын гармын урд 43м2 1өрөө байр,79.5,Паркет,1.0,2016.0,Байхгүй,Вакум,5.0,Бүргэд,43.0,3.0,Лизинггүй,Баянгол,2.0,5 шар,Ашиглалтад орсон
National park хотхонд 82м2 3 өрөө байр,3.8,Паркет,1.0,2021.0,Байхгүй,Вакум,16.0,Бүргэд,82.49,15.0,Лизинггүй,Баянзүрх,3.0,Бусад,Ашиглалтад орсон
"Жуковт сүлдэт өргөө хотхонд 40,2 м2 хоёр өрөө",112.0,Паркет,1.0,2015.0,Байхгүй,Вакум,10.0,Төмөр,40.2,10.0,Лизинггүй,Баянзүрх,3.0,15-р хороолол,Ашиглалтад орсон
Хос өргөө 2 хотхонд 2 өрөө 47м2,135.0,Паркет,1.0,2014.0,Байхгүй,Вакум,12.0,Бүргэд,47.0,2.0,Лизинггүй,Баянгол,2.0,Хос-Өргөө,Ашиглалтад орсон
Хотын төвд шинэ 2 өрөө,166.0,Паркет,1.0,2022.0,Байхгүй,Вакум,15.0,Бүргэд,52.0,14.0,Лизинггүй,Сүхбаатар,3.0,Дөлгөөн нуур,Ашиглалтад орсон
Bluesky хотхонд 7 өрөө байр,2.9,Паркет,2.0,2011.0,Байгаа,Модон вакум,6.0,Төмөр,335.0,3.0,Лизинггүй,Хан-Уул,8.0,Зайсан,Ашиглалтад орсон
Happy residence 3 өрөө байр,3.7,Паркет,1.0,2021.0,Байхгүй,Вакум,12.0,Бүргэд,70.0,10.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад орсон
Худ нархан хотхон 79м2 3 өрөө байр,260.0,Паркет,1.0,2008.0,Байхгүй,Вакум,6.0,Вакум,79.0,1.0,Лизинггүй,Хан-Уул,4.0,Нархан хотхон,Ашиглалтад орсон
Бзд 14-р хороолол 3 өрөө байр 66м2,180.0,Паркет,1.0,2022.0,Байхгүй,Вакум,12.0,Бүргэд,66.0,12.0,Банкны лизингтэй,Баянзүрх,6.0,14-р хороолол,Ашиглалтад орсон
Баянмонгол хороололд 78.5 мкв 2 өрөө байр,218.0,Паркет,1.0,2013.0,Байхгүй,Вакум,10.0,Бүргэд,78.5,2.0,Банкны лизингтэй,Баянзүрх,3.0,Баянмонгол хороолол,Ашиглалтад орсон
Инээмсэглэл хотхонд 2 өрөө байр,2.6,Паркет,1.0,2020.0,Байхгүй,Вакум,16.0,Бүргэд,44.29,6.0,Лизинггүй,Баянзүрх,2.0,Бусад,Ашиглалтад орсон
Бгд 24-р хороо шинэ алтай хотхонд 52.60 мк 3 өрөө орон сууц,170.0,Паркет,1.0,2021.0,Байхгүй,Вакум,12.0,Бүргэд,52.6,7.0,Банкны лизингтэй,Баянгол,2.0,Алтай хотхон,Ашиглалтад орсон
Cedar city хотхонд 3 өрөө,270.0,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,85.53,12.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
"107,7 мкв 4 өрөө",300.0,Паркет,1.0,2011.0,Байгаа,Вакум,9.0,Төмөр,107.0,6.0,Хувь лизингтэй,Хан-Уул,6.0,Зайсан,Ашиглалтад орсон
Бзд сансарт угсармалын гал тогоо тусдаа 3 өрөө байр,145.0,Паркет,1.0,1989.0,Байхгүй,Вакум,5.0,Бүргэд,80.0,4.0,Банкны лизингтэй,Баянзүрх,4.0,Сансар,Ашиглалтад орсон
Схд 1-р хороолол 2 өрөө орон сууц,180.0,Паркет,1.0,2020.0,Байхгүй,Вакум,7.0,Бүргэд,60.0,2.0,Лизинггүй,Сонгино Хайрхан,3.0,1-р хороолол,Ашиглалтад орсон
6-р бичил хороололд 4 өрөө оронсууц,180.0,Паркет,2.0,1990.0,Байхгүй,Вакум,9.0,Бүргэд,50.0,7.0,Лизинггүй,Баянгол,5.0,6-р бичил,Ашиглалтад орсон
11-р хороололд дашчойлын хийдийн зүүн талд 2 өрөө байр,1.2,Паркет,1.0,2014.0,Байхгүй,Вакум,9.0,Вакум,60.0,8.0,Лизинггүй,Сүхбаатар,3.0,11-р хороолол,Ашиглалтад орсон
Багшийн дээдийн voli appartment-д 1 өрөө орон сууц,165.95,Паркет,1.0,2015.0,Байхгүй,Вакум,17.0,Бүргэд,42.55,7.0,Лизинггүй,Сүхбаатар,2.0,Бусад,Ашиглалтад орсон
Алтай хотхоны 23 байр 2 өрөө 56.35м2,150.0,Паркет,1.0,2013.0,Байгаа,Вакум,12.0,Бүргэд,56.35,7.0,Банкны лизингтэй,Баянгол,3.0,Алтай хотхон,Ашиглалтад орсон
Баянмонгол хороололд 1 давхарын 2 өрөө байр,199.5,Паркет,1.0,2013.0,Байхгүй,Вакум,9.0,Бүргэд,70.0,1.0,Банкны лизингтэй,Баянзүрх,3.0,Баянмонгол хороолол,Ашиглалтад орсон
